original,disfluent,tokenized_disfluent,tokenized_fluent,disfluent_sentence,fluent_tokens,disfluent_tokens,annotations,disfl_type,degree,label
When rock folds deep in the Earth it can fold one of two ways when it buckles downwards it creates what ,When rock folds deep in the Earth it can fold one of two ways where it buckles no actually make that when it buckles downwards it creates what,"['When', 'rock', 'folds', 'deep', 'in', 'the', 'Earth', 'it', 'can', 'fold', 'one', 'of', 'two', 'ways', 'where', 'it', 'buckles', 'no', 'actually', 'make', 'that', 'when', 'it', 'buckles', 'downwards', 'it', 'creates', 'what']","['When', 'rock', 'folds', 'deep', 'in', 'the', 'Earth', 'it', 'can', 'fold', 'one', 'of', 'two', 'ways', 'when', 'it', 'buckles', 'downwards', 'it', 'creates', 'what']",On what date did John Lawrence When rock folds deep in the Earth it can fold one of two ways when it buckles downwards it creates what,"['When', 'rock', 'folds', 'deep', 'in', 'the', 'Earth', 'it', 'can', 'fold', 'one', 'of', 'two', 'ways', 'when', 'it', 'buckles', 'downwards', 'it', 'creates', 'what']","['On', 'what', 'date', 'did', 'John', 'Lawrence', 'When', 'rock', 'folds', 'deep', 'in', 'the', 'Earth', 'it', 'can', 'fold', 'one', 'of', 'two', 'ways', 'when', 'it', 'buckles', 'downwards', 'it', 'creates', 'what']","['D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']",restart,N/A,3
How far from Warsaw does the Vistula rivers environment change noticeably ,How far from Czerniaku00f3w Lake or  better Warsaw does the Vistula rivers environment change noticeably,"['How', 'far', 'from', 'Czerniaku00f3w', 'Lake', 'or', 'better', 'Warsaw', 'does', 'the', 'Vistula', 'rivers', 'environment', 'change', 'noticeably']","['How', 'far', 'from', 'Warsaw', 'does', 'the', 'Vistula', 'rivers', 'environment', 'change', 'noticeably']",What type of How far from Warsaw does the Vistula rivers environment change noticeably,"['How', 'far', 'from', 'Warsaw', 'does', 'the', 'Vistula', 'rivers', 'environment', 'change', 'noticeably']","['What', 'type', 'of', 'How', 'far', 'from', 'Warsaw', 'does', 'the', 'Vistula', 'rivers', 'environment', 'change', 'noticeably']","['D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']",restart,N/A,3
What fields have increased in influence on pharmacy in the United States,What countries no rather what fields have increased in influence on pharmacy in the United States,"['What', 'countries', 'no', 'rather', 'what', 'fields', 'have', 'increased', 'in', 'influence', 'on', 'pharmacy', 'in', 'the', 'United', 'States']","['What', 'fields', 'have', 'increased', 'in', 'influence', 'on', 'pharmacy', 'in', 'the', 'United', 'States']",When B cells and T cells begin What fields have increased in influence on pharmacy in the United States,"['What', 'fields', 'have', 'increased', 'in', 'influence', 'on', 'pharmacy', 'in', 'the', 'United', 'States']","['When', 'B', 'cells', 'and', 'T', 'cells', 'begin', 'What', 'fields', 'have', 'increased', 'in', 'influence', 'on', 'pharmacy', 'in', 'the', 'United', 'States']","['D', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']",restart,N/A,3
What scientific journal in France published a prior analysis of the Black Death,Which or no make that what scientific journal in France published a prior analysis of the Black Death,"['Which', 'or', 'no', 'make', 'that', 'what', 'scientific', 'journal', 'in', 'France', 'published', 'a', 'prior', 'analysis', 'of', 'the', 'Black', 'Death']","['What', 'scientific', 'journal', 'in', 'France', 'published', 'a', 'prior', 'analysis', 'of', 'the', 'Black', 'Death']",Aristotle believed that objects What scientific journal in France published a prior analysis of the Black Death,"['What', 'scientific', 'journal', 'in', 'France', 'published', 'a', 'prior', 'analysis', 'of', 'the', 'Black', 'Death']","['Aristotle', 'believed', 'that', 'objects', 'What', 'scientific', 'journal', 'in', 'France', 'published', 'a', 'prior', 'analysis', 'of', 'the', 'Black', 'Death']","['D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']",restart,N/A,3
How many contributing authors does an IPCC report chapter have,How much I am sorry I meant how many contributing authors does an IPCC report chapter have,"['How', 'much', 'I', 'am', 'sorry', 'I', 'meant', 'how', 'many', 'contributing', 'authors', 'does', 'an', 'IPCC', 'report', 'chapter', 'have']","['How', 'many', 'contributing', 'authors', 'does', 'an', 'IPCC', 'report', 'chapter', 'have']",What can How many contributing authors does an IPCC report chapter have,"['How', 'many', 'contributing', 'authors', 'does', 'an', 'IPCC', 'report', 'chapter', 'have']","['What', 'can', 'How', 'many', 'contributing', 'authors', 'does', 'an', 'IPCC', 'report', 'chapter', 'have']","['D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']",restart,N/A,3
How many days did the Warsaw Uprising last,When did no how many days did the Warsaw Uprising last,"['When', 'did', 'no', 'how', 'many', 'days', 'did', 'the', 'Warsaw', 'Uprising', 'last']","['How', 'many', 'days', 'did', 'the', 'Warsaw', 'Uprising', 'last']",When did How many days did the Warsaw Uprising last,"['How', 'many', 'days', 'did', 'the', 'Warsaw', 'Uprising', 'last']","['When', 'did', 'How', 'many', 'days', 'did', 'the', 'Warsaw', 'Uprising', 'last']","['D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']",restart,N/A,3
When did British government take land for development of Ohio Country,When did British government offer land to develop Ohio Country no wait when did they take the land for this development,"['When', 'did', 'British', 'government', 'offer', 'land', 'to', 'develop', 'Ohio', 'Country', 'no', 'wait', 'when', 'did', 'they', 'take', 'the', 'land', 'for', 'this', 'development']","['When', 'did', 'British', 'government', 'take', 'land', 'for', 'development', 'of', 'Ohio', 'Country']",Whose needs will When did British government take land for development of Ohio Country,"['When', 'did', 'British', 'government', 'take', 'land', 'for', 'development', 'of', 'Ohio', 'Country']","['Whose', 'needs', 'will', 'When', 'did', 'British', 'government', 'take', 'land', 'for', 'development', 'of', 'Ohio', 'Country']","['D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']",restart,N/A,3
How many days does the Parliament have to nominate a First Minister after a General Election,How many days does the Presiding Officer or I guess Parliament have to nominate a First Minister after a General Election,"['How', 'many', 'days', 'does', 'the', 'Presiding', 'Officer', 'or', 'I', 'guess', 'Parliament', 'have', 'to', 'nominate', 'a', 'First', 'Minister', 'after', 'a', 'General', 'Election']","['How', 'many', 'days', 'does', 'the', 'Parliament', 'have', 'to', 'nominate', 'a', 'First', 'Minister', 'after', 'a', 'General', 'Election']",Who owned How many days does the Parliament have to nominate a First Minister after a General Election,"['How', 'many', 'days', 'does', 'the', 'Parliament', 'have', 'to', 'nominate', 'a', 'First', 'Minister', 'after', 'a', 'General', 'Election']","['Who', 'owned', 'How', 'many', 'days', 'does', 'the', 'Parliament', 'have', 'to', 'nominate', 'a', 'First', 'Minister', 'after', 'a', 'General', 'Election']","['D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']",restart,N/A,3
Who do the lead authors prepare graphs and data for,Who do the lead authors prepare writing er  graphs and data for,"['Who', 'do', 'the', 'lead', 'authors', 'prepare', 'writing', 'er', 'graphs', 'and', 'data', 'for']","['Who', 'do', 'the', 'lead', 'authors', 'prepare', 'graphs', 'and', 'data', 'for']",When is Who do the lead authors prepare graphs and data for,"['Who', 'do', 'the', 'lead', 'authors', 'prepare', 'graphs', 'and', 'data', 'for']","['When', 'is', 'Who', 'do', 'the', 'lead', 'authors', 'prepare', 'graphs', 'and', 'data', 'for']","['D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']",restart,N/A,3
How is course content provided to a private school,What amendment to the United States Constitution no scratch that how is course content provided to a private school,"['What', 'amendment', 'to', 'the', 'United', 'States', 'Constitution', 'no', 'scratch', 'that', 'how', 'is', 'course', 'content', 'provided', 'to', 'a', 'private', 'school']","['How', 'is', 'course', 'content', 'provided', 'to', 'a', 'private', 'school']",What was How is course content provided to a private school,"['How', 'is', 'course', 'content', 'provided', 'to', 'a', 'private', 'school']","['What', 'was', 'How', 'is', 'course', 'content', 'provided', 'to', 'a', 'private', 'school']","['D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']",restart,N/A,3
Who announced she would step down as leader of the Conservatives ,When did no who announced she would step down as leader of the Conservatives,"['When', 'did', 'no', 'who', 'announced', 'she', 'would', 'step', 'down', 'as', 'leader', 'of', 'the', 'Conservatives']","['Who', 'announced', 'she', 'would', 'step', 'down', 'as', 'leader', 'of', 'the', 'Conservatives']",What language Who announced she would step down as leader of the Conservatives,"['Who', 'announced', 'she', 'would', 'step', 'down', 'as', 'leader', 'of', 'the', 'Conservatives']","['What', 'language', 'Who', 'announced', 'she', 'would', 'step', 'down', 'as', 'leader', 'of', 'the', 'Conservatives']","['D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']",restart,N/A,3
Who are best known for uncovering the fossil of John B Watson,Who are best known for uncovering the fossil of John B Watson,"['Who', 'are', 'best', 'known', 'for', 'uncovering', 'the', 'fossil', 'of', 'John', 'B', 'Watson']","['Who', 'are', 'best', 'known', 'for', 'uncovering', 'the', 'fossil', 'of', 'John', 'B', 'Watson']",What needs to be made to ensure richer members Who are best known for uncovering the fossil of John B Watson,"['Who', 'are', 'best', 'known', 'for', 'uncovering', 'the', 'fossil', 'of', 'John', 'B', 'Watson']","['What', 'needs', 'to', 'be', 'made', 'to', 'ensure', 'richer', 'members', 'Who', 'are', 'best', 'known', 'for', 'uncovering', 'the', 'fossil', 'of', 'John', 'B', 'Watson']","['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']",restart,N/A,3
Which theory states that Earths features remained unchanged after forming in one single catastrophic event,Which theory states that Charles Darwin no Earths features remained unchanged after forming in one single catastrophic event,"['Which', 'theory', 'states', 'that', 'Charles', 'Darwin', 'no', 'Earths', 'features', 'remained', 'unchanged', 'after', 'forming', 'in', 'one', 'single', 'catastrophic', 'event']","['Which', 'theory', 'states', 'that', 'Earths', 'features', 'remained', 'unchanged', 'after', 'forming', 'in', 'one', 'single', 'catastrophic', 'event']",Who donated property Which theory states that Earths features remained unchanged after forming in one single catastrophic event,"['Which', 'theory', 'states', 'that', 'Earths', 'features', 'remained', 'unchanged', 'after', 'forming', 'in', 'one', 'single', 'catastrophic', 'event']","['Who', 'donated', 'property', 'Which', 'theory', 'states', 'that', 'Earths', 'features', 'remained', 'unchanged', 'after', 'forming', 'in', 'one', 'single', 'catastrophic', 'event']","['D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']",restart,N/A,3
The Maroons are apart of what association,The university um id rather ask are the Maroons apart of what association,"['The', 'university', 'um', 'id', 'rather', 'ask', 'are', 'the', 'Maroons', 'apart', 'of', 'what', 'association']","['The', 'Maroons', 'are', 'apart', 'of', 'what', 'association']",Where is The Maroons are apart of what association,"['The', 'Maroons', 'are', 'apart', 'of', 'what', 'association']","['Where', 'is', 'The', 'Maroons', 'are', 'apart', 'of', 'what', 'association']","['D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F']",restart,N/A,3
Which is the largest university press in the South Side,Which is the largest university press in Chicago  rather the South Side,"['Which', 'is', 'the', 'largest', 'university', 'press', 'in', 'Chicago', 'rather', 'the', 'South', 'Side']","['Which', 'is', 'the', 'largest', 'university', 'press', 'in', 'the', 'South', 'Side']",Who mastinded Which is the largest university press in the South Side,"['Which', 'is', 'the', 'largest', 'university', 'press', 'in', 'the', 'South', 'Side']","['Who', 'mastinded', 'Which', 'is', 'the', 'largest', 'university', 'press', 'in', 'the', 'South', 'Side']","['D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']",restart,N/A,3
How do bills pass thro Parliament,Who may introduce bills rather how do they pass thro Parliament,"['Who', 'may', 'introduce', 'bills', 'rather', 'how', 'do', 'they', 'pass', 'thro', 'Parliament']","['How', 'do', 'bills', 'pass', 'thro', 'Parliament']",Where did American How do bills pass thro Parliament,"['How', 'do', 'bills', 'pass', 'thro', 'Parliament']","['Where', 'did', 'American', 'How', 'do', 'bills', 'pass', 'thro', 'Parliament']","['D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F']",restart,N/A,3
Who is the chair of the IPCC,Who is the um vice no the chair of the IPCC,"['Who', 'is', 'the', 'um', 'vice', 'no', 'the', 'chair', 'of', 'the', 'IPCC']","['Who', 'is', 'the', 'chair', 'of', 'the', 'IPCC']",During withdrawal from Fort William Henry what did Who is the chair of the IPCC,"['Who', 'is', 'the', 'chair', 'of', 'the', 'IPCC']","['During', 'withdrawal', 'from', 'Fort', 'William', 'Henry', 'what', 'did', 'Who', 'is', 'the', 'chair', 'of', 'the', 'IPCC']","['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F']",restart,N/A,3
Who is usually hired for a designbidbuild contract,What sorry who is usually hired for a designbidbuild contract,"['What', 'sorry', 'who', 'is', 'usually', 'hired', 'for', 'a', 'designbidbuild', 'contract']","['Who', 'is', 'usually', 'hired', 'for', 'a', 'designbidbuild', 'contract']",When was Who is usually hired for a designbidbuild contract,"['Who', 'is', 'usually', 'hired', 'for', 'a', 'designbidbuild', 'contract']","['When', 'was', 'Who', 'is', 'usually', 'hired', 'for', 'a', 'designbidbuild', 'contract']","['D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']",restart,N/A,3
Where did the French send a large number of settlers,In what country did the French send a large number of settlers,"['In', 'what', 'country', 'did', 'the', 'French', 'send', 'a', 'large', 'number', 'of', 'settlers']","['Where', 'did', 'the', 'French', 'send', 'a', 'large', 'number', 'of', 'settlers']",What produces a lot of Where did the French send a large number of settlers,"['Where', 'did', 'the', 'French', 'send', 'a', 'large', 'number', 'of', 'settlers']","['What', 'produces', 'a', 'lot', 'of', 'Where', 'did', 'the', 'French', 'send', 'a', 'large', 'number', 'of', 'settlers']","['D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']",restart,N/A,3
What do bottomdwelling platyctenids usually lack like the adults,What do bottomdwelling cydippids usually lack like the adults no I meant bottomdwelling platyctenids,"['What', 'do', 'bottomdwelling', 'cydippids', 'usually', 'lack', 'like', 'the', 'adults', 'no', 'I', 'meant', 'bottomdwelling', 'platyctenids']","['What', 'do', 'bottomdwelling', 'platyctenids', 'usually', 'lack', 'like', 'the', 'adults']",For how many years had temperatures been What do bottomdwelling platyctenids usually lack like the adults,"['What', 'do', 'bottomdwelling', 'platyctenids', 'usually', 'lack', 'like', 'the', 'adults']","['For', 'how', 'many', 'years', 'had', 'temperatures', 'been', 'What', 'do', 'bottomdwelling', 'platyctenids', 'usually', 'lack', 'like', 'the', 'adults']","['D', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']",restart,N/A,3
What has the United Nations designed ISIL,When did  what has the United Nations designed ISIL,"['When', 'did', 'what', 'has', 'the', 'United', 'Nations', 'designed', 'ISIL']","['What', 'has', 'the', 'United', 'Nations', 'designed', 'ISIL']",Who kept the What has the United Nations designed ISIL,"['What', 'has', 'the', 'United', 'Nations', 'designed', 'ISIL']","['Who', 'kept', 'the', 'What', 'has', 'the', 'United', 'Nations', 'designed', 'ISIL']","['D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F']",restart,N/A,3
Besides the North Sea and the Irish Channel what else was lowered in the last cold phase,Besides the North Sea and the Irish Channel which direction did the Rhine flow during the last cold phase no what else was lowered in the last cold phase,"['Besides', 'the', 'North', 'Sea', 'and', 'the', 'Irish', 'Channel', 'which', 'direction', 'did', 'the', 'Rhine', 'flow', 'during', 'the', 'last', 'cold', 'phase', 'no', 'what', 'else', 'was', 'lowered', 'in', 'the', 'last', 'cold', 'phase']","['Besides', 'the', 'North', 'Sea', 'and', 'the', 'Irish', 'Channel', 'what', 'else', 'was', 'lowered', 'in', 'the', 'last', 'cold', 'phase']",Who is Antigones Besides the North Sea and the Irish Channel what else was lowered in the last cold phase,"['Besides', 'the', 'North', 'Sea', 'and', 'the', 'Irish', 'Channel', 'what', 'else', 'was', 'lowered', 'in', 'the', 'last', 'cold', 'phase']","['Who', 'is', 'Antigones', 'Besides', 'the', 'North', 'Sea', 'and', 'the', 'Irish', 'Channel', 'what', 'else', 'was', 'lowered', 'in', 'the', 'last', 'cold', 'phase']","['D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']",restart,N/A,3
